id,id_grupo,texto_usuario,clase_objetivo,pred_c1,correct_c1,in_top3_c1,conf_c1,macro_sistema,pred_macro_fix,macro_correct
F10-L10-0157,G-10-57-37,Diagnostico de mecanismo de guaya: polea de desvio inferior de poliamida presenta eje metalico desprendido de la pletina de montaje por fatiga de material; la guaya de traccion pierde tension operativa cayendo a 0 psi y el tambor mastica el cable de acero al activar el pulsador.,Elevalunas electrico o guaya de alzacristales rota o trabada,Elevalunas electrico o guaya de alzacristales rota o trabada,1,True,0.753,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0186,G-10-58-26,Diagnostico de motor de limpiaparabrisas con pinza amperimetrica: en velocidad baja (Low) el consumo de corriente se dispara a 18.2 Amperios (especificacion nominal 2.5A a 4.0A con cristal humedo). Desmontaje confirma colector de delgas de inducido en cortocircuito franco con laminillas de cobre quemadas y barniz derretido.,Limpiaparabrisas o motor pluma quemado,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),0,True,0.5182,CARROCERIA_NEUMATICA,ELECTRICO,0
F10-L10-0195,G-10-58-35,Comprobacion de velocidad y tiempo de ciclo: tacometro digital optico registra 18 ciclos por minuto en velocidad baja (especificacion 45 a 55 cpm) y 26 cpm en alta (especificacion 65 a 80 cpm); medicion de temperatura con pirómetro infrarrojo en carcasa de motor acusa 118°C tras 3 minutos de operacion.,Limpiaparabrisas o motor pluma quemado,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),0,False,0.4256,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L10-0197,G-10-58-37,Prueba de esfuerzo en banco dinamometrico de motorreductor: par de torsion util medido en el arbol de salida es de 3.2 Nm a 45 rpm (especificacion nominal 18 a 22 Nm); degradacion termica irreversible de imanes de neodimio por sobrecalentamiento previo reduce severamente el campo inductor.,Limpiaparabrisas o motor pluma quemado,Elevalunas electrico o guaya de alzacristales rota o trabada,0,False,0.6684,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0026,G-11-59-26,Auditoria de presion segun estandar DOT en camion Freightliner: presion inicial de 125 psi con motor apagado. Al aplicar freno de servicio estatico durante 60 segundos la presion desciende a 112 psi (caida de 13 psi/minuto frente al maximo legal de 3.0 psi/min para unidad simple). Manometro de aguja en camara de servicio delantera izquierda acusa fuga de 6.2 bar por rotura radial de 15 mm en diafragma de goma reforzada tipo 24.,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Fugas de aire o fallos en el sistema de frenos neumático (Camiones),1,True,0.4992,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0035,G-11-59-35,"Evaluacion de valvula rele de emergencia de remolque (Relay Emergency Valve RE-6): ante corte simulado de linea de suministro roja (presion cae a 0 bar), la valvula de emergencia no aplica automaticamente los frenos del remolque en menos de 0.5 segundos por embolo obturador trabado con barniz de aceite degradado.",Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Fugas de aire o fallos en el sistema de frenos neumático (Camiones),1,True,0.5381,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0037,G-11-59-37,"Prueba hidrostatica de calderin de frenos auxiliar de aluminio: a presion de prueba de 15 bar se evidencia deformacion plastica y microfisura en costura longitudinal; soldadura TIG fatigada por ciclos de presurizacion de 0 a 12 bar repetidos durante 650,000 km de servicio interprovincial.",Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Fugas de aire o fallos en el sistema de frenos neumático (Camiones),1,True,0.4702,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0066,G-11-60-26,Diagnostico de unidad secadora de aire Bendix AD-IS con manometros patron: el gobernador interno corta la carga a 130 psi pero la valvula de purga no abre su asiento por embolo de descarga atascado con laca carbonizada; la valvula de seguridad tarada a 150 psi se dispara violentamente aliviando el exceso de presion con silbido de 102 dBA.,Válvula de freno de aire o secador APS obstruido (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),1,True,0.9185,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0075,G-11-60-35,"Prueba de estanqueidad de valvula check antirretorno integrada en secador Knorr: al aplicar contrapresion de 10.0 bar desde el tanque humedo con linea de entrada abierta a la atmosfera, se registra una fuga inversa de 22 L/min por asiento de elastomero picado por esquirlas metalicas arrastradas desde el compresor.",Válvula de freno de aire o secador APS obstruido (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),1,True,0.7975,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0077,G-11-60-37,"Desmontaje de valvula de regeneracion de aire: orificio calibrado de estrangulamiento de 1.2 mm se encuentra totalmente obstruido por costra de carbonilla y aceite requemado; el flujo de retorno de aire seco hacia el cartucho durante la purga es de 0 L/min, impidiendo la desorcion de humedad de las zeolitas.",Válvula de freno de aire o secador APS obstruido (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),1,True,0.8978,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0106,G-11-61-26,"Diagnostico metrologico de camara combinada resorte-servicio Tipo 30/30 (T30/30) en tractocamion Volvo FH: con manometro patron en puerto 12 de parqueo marcando 8.5 bar constantes (presion de liberacion superada, nominal 6.2 bar), el vastago de empuje permanece extendido 42 mm sin retraerse; prueba de traccion con cilindro hidraulico de banco revela resorte de acumulacion de 14 kN trabado por fractura de espira intermedia que se encabalgo sobre el tubo guia central.",Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),1,True,0.9886,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0115,G-11-61-35,"Prueba de hermeticidad en valvula de retencion doble anti-compound (Anti-Compounding Circuit): al accionar freno de servicio con freno de estacionamiento aplicado simultaneamente, la valvula lanzadera no conmuta, provocando que la fuerza del diafragma de 9 kN se sume a la fuerza del resorte de 12 kN alcanzando sobrecarga de 21 kN que doblo la leva S-cam.",Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),1,True,0.973,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
F10-L11-0117,G-11-61-37,Comprobacion de esfuerzo de desbloqueo mecanico manual: perno caging bolt estandar de 3/4 pulgada roscado a fondo en la culata de la camara acusa torque de 180 Nm sin lograr comprimir el muelle (especificacion maxima de apriete manual 65 Nm) por espiras de resorte soldadas por corrosion galvanica severa.,Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),1,True,0.9765,CARROCERIA_NEUMATICA,CARROCERIA_NEUMATICA,1
