case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_106,f11_case_106,1,pensé que no prendía por gasolina pero sí hay presión en rampa,pensé que no prendía por gasolina pero sí hay presión en rampa,esperando_clarificacion,pensé que no prendía por gasolina pero sí hay presión en rampa,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,pensé que no prendía por gasolina pero sí hay presión en rampa,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",2
CASE_106,f11_case_106,2,el problema real es que no hay chispa en ninguna bujía,el problema real es que no hay chispa en ninguna bujía,completo,el problema real es que no hay chispa en ninguna bujía,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,el problema real es que no hay chispa en ninguna bujía,MOTOR,0.6051,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP),Falla en bujias o bobinas de encendido (misfire),Inyectores sucios o filtro de combustible obstruido,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP): 0.6051; Falla en bujias o bobinas de encendido (misfire): 0.2570; Inyectores sucios o filtro de combustible obstruido: 0.1380,el problema real es que no hay chispa en ninguna bujía,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE SENSOR DE POSICIÓN DE CIGÜEÑAL CKP Y LEVAS CMP (DTC P0335 / P0340),"⏳ *Analizando consulta (cola #65)* Hipótesis preliminar ML: *Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)* (60%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",51
CASE_107,f11_case_107_usuario_a,1,Mi carro pierde fuerza al acelerar y parpadea check engine,presenta pérdida de potencia. cuando está al acelerar bajo carga.,completo,mi carro pierde fuerza al acelerar y parpadea check engine,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,presenta pérdida de potencia. cuando está al acelerar bajo carga.,MOTOR,0.5439,Bomba de gasolina quemada o con baja presion,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Bomba de gasolina quemada o con baja presion: 0.5439; Inyectores sucios o filtro de combustible obstruido: 0.2960; Falla en bujias o bobinas de encendido (misfire): 0.1600,presenta pérdida de potencia. cuando está al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"⏳ *Analizando consulta (cola #66)* Hipótesis preliminar ML: *Bomba de gasolina quemada o con baja presion* (54%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",49
CASE_107,f11_case_107_usuario_b,2,El pedal de freno se va al fondo con fuga de líquido,el pedal de freno se va al fondo con fuga de líquido,completo,el pedal de freno se va al fondo con fuga de líquido,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,el pedal de freno se va al fondo con fuga de líquido,FRENOS,0.8206,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Discos de freno alabeados o desgastados,Fuga hidraulica o aire en el sistema de frenos: 0.8206; Falla en sistema de frenado regenerativo (EV / Hibridos): 0.1170; Discos de freno alabeados o desgastados: 0.0630,el pedal de freno se va al fondo con fuga de líquido,PROCEDIMIENTO: DIAGNÓSTICO DEL SISTEMA DE FRENADO REGENERATIVO Y SERVOFRENO ELECTROHIDRÁULICO (EV / HÍBRIDOS),⏳ *Analizando consulta (cola #67)* Hipótesis preliminar ML: *Fuga hidraulica o aire en el sistema de frenos* (82%). En breve recibirás el resumen; el detalle quedará en el panel.,51
CASE_107,f11_case_107_usuario_a,3,Ya cambié bujías y sigue el tironeo en el cilindro 2,antecedente: bujías reemplazado(a).,esperando_autopregunta,ya cambié bujías y sigue el tironeo en el cilindro 2,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,antecedente: bujías reemplazado(a).,MOTOR,0.3967,Falla en regulador de presion de combustible o diafragma roto,Falla en bujias o bobinas de encendido (misfire),Consumo de aceite por desgaste de anillos o retenes,Falla en regulador de presion de combustible o diafragma roto: 0.3967; Falla en bujias o bobinas de encendido (misfire): 0.3431; Consumo de aceite por desgaste de anillos o retenes: 0.2459,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Humo negro y bujías empapadas por nafta filtrada por la manguera de vacío (Regulador de presión) — 40% • 2️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de encendido) — 34% ,44
CASE_107,f11_case_107_usuario_b,4,La fuga de líquido es en el caliper trasero derecho,la fuga de líquido es en el caliper trasero derecho,completo,la fuga de líquido es en el caliper trasero derecho,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,la fuga de líquido es en el caliper trasero derecho,FRENOS,0.8260,Caliper de freno trabado o mordaza pegada (piston agarrotado),Fuga hidraulica o aire en el sistema de frenos,Cremallera de direccion asistida con holgura o fuga,Caliper de freno trabado o mordaza pegada (piston agarrotado): 0.8260; Fuga hidraulica o aire en el sistema de frenos: 0.1130; Cremallera de direccion asistida con holgura o fuga: 0.0610,la fuga de líquido es en el caliper trasero derecho,"PROCEDIMIENTO: REVISIÓN DE GUÍAS DESLIZANTES, PISTÓN AGARROTADO Y RETRACCIÓN HIDRÁULICA DE CÁLIPER DE FRENO",⏳ *Analizando consulta (cola #68)* Hipótesis preliminar ML: *Caliper de freno trabado o mordaza pegada (piston agarrotado)* (82%). En breve recibirás el resumen; el detalle quedará en el panel.,42
CASE_108,f11_case_108_usuario_1,1,Prendo el aire acondicionado y sale aire caliente tibio,con A/C encendido.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,con A/C encendido.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_108,f11_case_108_usuario_2,2,Al girar la llave suena solo un clac seco motor de arranque mudo,"presenta clic_unico, chasquido de arranque clac. cuando está al doblar la dirección.",completo,al girar la llave suena solo un clac seco motor de arranque mudo,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"presenta clic_unico, chasquido de arranque clac. cuando está al doblar la dirección.",SUSPENSION_CHASIS,0.6892,Juntas homocineticas o palieres danados,Cremallera de direccion asistida con holgura o fuga,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Juntas homocineticas o palieres danados: 0.6892; Cremallera de direccion asistida con holgura o fuga: 0.2020; Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.1090,"presenta clic_unico, chasquido de arranque clac. cuando está al doblar la dirección.",PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),"⏳ *Analizando consulta (cola #69)* Hipótesis preliminar ML: *Juntas homocineticas o palieres danados* (68%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",45
CASE_108,f11_case_108_usuario_1,3,Las presiones de gas marcan cero en el manómetro,las presiones de gas marcan cero en el manómetro,completo,las presiones de gas marcan cero en el manómetro,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,las presiones de gas marcan cero en el manómetro,CLIMATIZACION,0.9905,Falla en compresor de aire acondicionado o fuga de gas R134a,Baja presion de aceite o bomba de aceite defectuosa,Falla en sensor de velocidad de rueda ABS,Falla en compresor de aire acondicionado o fuga de gas R134a: 0.9905; Baja presion de aceite o bomba de aceite defectuosa: 0.0330; Falla en sensor de velocidad de rueda ABS: 0.0170,las presiones de gas marcan cero en el manómetro,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),⏳ *Analizando consulta (cola #70)* Hipótesis preliminar ML: *Falla en compresor de aire acondicionado o fuga de gas R134a* (99%). En breve recibirás el resumen; el detalle quedará en el panel.,41
CASE_108,f11_case_108_usuario_2,4,Puentee el solenoide y el motor giró perfecto,puentee el solenoide y el motor giró perfecto,esperando_autopregunta,puentee el solenoide y el motor giró perfecto,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,puentee el solenoide y el motor giró perfecto,MOTOR,0.3945,Falla en bujias o bobinas de encendido (misfire),Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic),Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Falla en bujias o bobinas de encendido (misfire): 0.3945; Falla en sistema de sincronizacion variable de valvulas (VVT / VVT-i / Valvetronic): 0.2940; Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados): 0.2742,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para confirmar el diagnóstico entre las principales hipótesis técnicas:  • 1️⃣ Jalonea o cabecea con pérdida de fuerza al acelerar en subida o carga (Bujías o bobinas de encendido) — 39% • 2️⃣ Pérdida de potencia, cascabeleo o sonido de matraca en la culata al acelerar (Sistema VVT / VVT-i) — 29",42
CASE_109,f11_case_109_taller_1,1,Kia Picanto 2019 consume aceite y bota humo azul,Kia Picanto año 2019.,completo,kia picanto 2019 consume aceite y bota humo azul por consumo de aceite,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,Kia Picanto año 2019.,MOTOR,0.6000,Bomba de gasolina quemada o con baja presion,Falla en servofreno (booster) o linea de vacio,Llantas desbalanceadas o desalineadas,Bomba de gasolina quemada o con baja presion: 0.6000; Falla en servofreno (booster) o linea de vacio: 0.2600; Llantas desbalanceadas o desalineadas: 0.1400,Kia Picanto año 2019.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),"⏳ *Analizando consulta (cola #71)* Hipótesis preliminar ML: *Bomba de gasolina quemada o con baja presion* (60%). Al ser confianza media (<70%), se contrastará con manuales y pruebas de taller. En breve recibirás el resumen; el detalle quedará en el panel.",46
CASE_109,f11_case_109_taller_2,2,Volvo FH freno de aire pierde presión por la válvula de descarga,volvo fh freno de aire pierde presión por la válvula de descarga,esperando_autopregunta,volvo fh freno de aire pierde presión por la válvula de descarga,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,volvo fh freno de aire pierde presión por la válvula de descarga,CARROCERIA_NEUMATICA,0.5130,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),Fugas de aire o fallos en el sistema de frenos neumático (Camiones): 0.5130; Válvula de freno de aire o secador APS obstruido (Camiones): 0.4865; Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire): 0.0005,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para precisar la causa en el sistema de frenos:  • 1️⃣ Se escucha escape continuo de aire en cañerías o pulmones traseros (Pulmones de freno de aire) — 51% • 2️⃣ La válvula de descarga del secador APS bota aceite/humedad o no retiene presión (Secador APS) — 49% • 3️⃣ Ruedas traseras del camión q,42
CASE_109,f11_case_109_taller_1,3,Compresión marca baja en cilindro 3,compresión marca baja en cilindro 3,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,compresión marca baja en cilindro 3,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_109,f11_case_109_taller_2,4,La válvula secadora APS está botando aire continuo,volvo fh freno de aire pierde presión por la válvula de descarga,completo,volvo fh freno de aire pierde presión por la válvula de descarga. Confirmación técnica: 2️⃣ La válvula de descarga del secador APS bota aceite/humedad o no retiene presión (Secador APS) — 49%,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,volvo fh freno de aire pierde presión por la válvula de descarga,CARROCERIA_NEUMATICA,0.8000,Válvula de freno de aire o secador APS obstruido (Camiones),Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),Válvula de freno de aire o secador APS obstruido (Camiones): 0.8000; Fugas de aire o fallos en el sistema de frenos neumático (Camiones): 0.1300; Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire): 0.0700,volvo fh freno de aire pierde presión por la válvula de descarga,"PROCEDIMIENTO: DIAGNÓSTICO DE VÁLVULA DE CUATRO VÍAS, SECADOR DE AIRE APS Y REGULADOR DE PRESIÓN NEUMÁTICO (CAMIONES)",⏳ *Analizando consulta (cola #72)* Hipótesis preliminar ML: *Válvula de freno de aire o secador APS obstruido (Camiones)* (80%). En breve recibirás el resumen; el detalle quedará en el panel.,6
CASE_110,f11_case_110,1,el carro no frena tiene fuga,el carro no frena tiene fuga,completo,el carro no frena tiene fuga,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,el carro no frena tiene fuga,FRENOS,0.9073,Falla en servofreno (booster) o linea de vacio,Empaque de culata soplado o danado,Falla en sistema de frenado regenerativo (EV / Hibridos),Falla en servofreno (booster) o linea de vacio: 0.9073; Empaque de culata soplado o danado: 0.0600; Falla en sistema de frenado regenerativo (EV / Hibridos): 0.0320,el carro no frena tiene fuga,"PROCEDIMIENTO: COMPROBACIÓN DE VACÍO, VÁLVULA CHECK Y RETENCIÓN DEL SERVOFRENO BOOSTER",⏳ *Analizando consulta (cola #73)* Hipótesis preliminar ML: *Falla en servofreno (booster) o linea de vacio* (90%). En breve recibirás el resumen; el detalle quedará en el panel.,48
CASE_110,f11_case_110,2,reiniciar,reiniciar,esperando_clarificacion,reiniciar,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,reiniciar,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_110,f11_case_110,3,"hola, ahora quiero consultar por un ruido en la suspensión","hola, ahora quiero consultar por un ruido en la suspensión",completo,"hola, ahora quiero consultar por un ruido en la suspensión",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"hola, ahora quiero consultar por un ruido en la suspensión",SUSPENSION_CHASIS,0.9770,Amortiguadores reventados o bujes de suspension gastados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Faja o cadena de distribucion destensada o con salto de punto,Amortiguadores reventados o bujes de suspension gastados: 0.9770; Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura): 0.0330; Faja o cadena de distribucion destensada o con salto de punto: 0.0170,"hola, ahora quiero consultar por un ruido en la suspensión","PROCEDIMIENTO: DIAGNÓSTICO DE DESGASTE DE BUJES DE TRAPECIO, BARRAS ESTABILIZADORAS Y AMORTIGUADORES (GOLPETEO EN TROCHA / REBOTE)",⏳ *Analizando consulta (cola #74)* Hipótesis preliminar ML: *Amortiguadores reventados o bujes de suspension gastados* (97%). En breve recibirás el resumen; el detalle quedará en el panel.,51
CASE_111,f11_case_111,1,bujía quemada código P0301,bujía quemada código P0301,esperando_clarificacion,bujía quemada código p0301,NOT_AVAILABLE,NOT_AVAILABLE,P0301,bujía quemada código P0301,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_111,f11_case_111,2,nuevo caso,nuevo caso,esperando_clarificacion,nuevo caso,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,nuevo caso,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_111,f11_case_111,3,"buenas tardes, tengo una fuga de aceite en la caja de cambios","buenas tardes, tengo una fuga de aceite en la caja de cambios",completo,"buenas tardes, tengo una fuga de aceite en la caja de cambios",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,"buenas tardes, tengo una fuga de aceite en la caja de cambios",TRANSMISION,0.8527,Falta o degradacion de aceite de caja de cambios,Rodajes de caja mecanica o diferencial gastados,Baja presion de aceite o bomba de aceite defectuosa,Falta o degradacion de aceite de caja de cambios: 0.8527; Rodajes de caja mecanica o diferencial gastados: 0.0960; Baja presion de aceite o bomba de aceite defectuosa: 0.0520,"buenas tardes, tengo una fuga de aceite en la caja de cambios",PROCEDIMIENTO: SERVICIO A CAJA DE CAMBIOS MECANICA Y RODAJES DE DIFERENCIAL (TRANSMISION_002 / TRANSMISION_003),⏳ *Analizando consulta (cola #75)* Hipótesis preliminar ML: *Falta o degradacion de aceite de caja de cambios* (85%). En breve recibirás el resumen; el detalle quedará en el panel.,45
CASE_112,f11_case_112,1,se recalienta y hierve el depósito,se recalienta y hierve el depósito,esperando_clarificacion,se recalienta y hierve el depósito,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,se recalienta y hierve el depósito,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_112,f11_case_112,2,limpiar chat,limpiar chat,esperando_clarificacion,limpiar chat,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,limpiar chat,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_112,f11_case_112,3,el alternador no carga marca 11.5 voltios,el alternador no carga marca 11.5 voltios,esperando_clarificacion,el alternador no carga marca 11.5 voltios,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,el alternador no carga marca 11.5 voltios,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_113,f11_case_113,1,"Eso era de mi Toyota Yaris, ahora quiero preguntar por mi camioneta Hilux diesel que bota humo negro",Toyota Yaris a Diésel.,completo,"eso era de mi toyota yaris, ahora quiero preguntar por mi camioneta hilux diesel que bota humo negro por mezcla rica o combustion incompleta",NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,Toyota Yaris a Diésel.,MOTOR,0.8533,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Falla en servofreno (booster) o linea de vacio,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups): 0.8533; Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6): 0.0950; Falla en servofreno (booster) o linea de vacio: 0.0510,Toyota Yaris a Diésel.,PROCEDIMIENTO: MEDICIÓN DE RETORNO DE INYECTORES Y CONTROL DE PRESIÓN COMMON RAIL DIESEL (DTC P0087 / P0088),⏳ *Analizando consulta (cola #76)* Hipótesis preliminar ML: *Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups)* (85%). En breve recibirás el resumen; el detalle quedará en el panel.,44
CASE_114,f11_case_114,1,Terminé con el Suzuki Swift. Ahora tengo un camión Isuzu con fuga de aire en los frenos,Terminé con el Suzuki Swift. Ahora tengo un camión Isuzu con fuga de aire en los frenos,esperando_clarificacion,terminé con el suzuki swift. ahora tengo un camión isuzu con fuga de aire en los frenos,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,Terminé con el Suzuki Swift. Ahora tengo un camión Isuzu con fuga de aire en los frenos,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_115,f11_case_115,1,Ya entregué el Honda Civic. Me acaba de llegar un Chevrolet Sail que no arranca,Chevrolet Civic. presenta motor no arranca.,esperando_autopregunta,ya entregué el honda civic. me acaba de llegar un chevrolet sail que no arranca,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,Chevrolet Civic. presenta motor no arranca.,ELECTRICO,0.5075,Bateria descargada o bornes sulfatados,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Bateria descargada o bornes sulfatados: 0.5075; Inyectores sucios o filtro de combustible obstruido: 0.1544; Falla en bujias o bobinas de encendido (misfire): 0.1529,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para precisar el origen del problema de arranque:  • 1️⃣ Las luces del tablero se apagan o parpadean al dar arranque y suena arrastrado (Batería descargada) — 51% • 2️⃣ El motor tose, tironea a cualquier velocidad o le cuesta responder al acelerador (Inyectores / Filtro) — 15% • 3️⃣ Jalonea o ca",36
CASE_116,f11_case_116,1,Cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comparador?,cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comparador?,completo,cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comparador?,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comparador?,FRENOS,0.9944,Discos de freno alabeados o desgastados,Fuga hidraulica o aire en el sistema de frenos,Falla en sensor de velocidad de rueda ABS,Discos de freno alabeados o desgastados: 0.9944; Fuga hidraulica o aire en el sistema de frenos: 0.0330; Falla en sensor de velocidad de rueda ABS: 0.0170,cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comp,PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DEL ALABEO DE DISCOS DE FRENO Y VARIACIÓN DE ESPESOR DTV (VIBRACIÓN EN PEDAL / VOLANTE AL FRENAR),⏳ *Analizando consulta (cola #77)* Hipótesis preliminar ML: *Discos de freno alabeados o desgastados* (99%). En breve recibirás el resumen; el detalle quedará en el panel.,40
CASE_117,f11_case_117,1,Cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,MOTOR,0.0000,Consulta técnica informativa,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)",⏳ Analizando (cola #78). Te respondo en breve.,8
CASE_118,f11_case_118,1,Procedimiento para medir la presión de combustible en rampa y prueba de retención de presión.,procedimiento para medir la presión de combustible en rampa y prueba de retención de presión.,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,procedimiento para medir la presión de combustible en rampa y prueba de retención de presión.,MOTOR,0.0000,Consulta fuera del alcance automotriz,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",2
CASE_119,f11_case_119,1,Cómo purgar adecuadamente el circuito hidráulico de frenos con módulo ABS?,cómo purgar adecuadamente el circuito hidráulico de frenos con módulo abs?,inicio,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,cómo purgar adecuadamente el circuito hidráulico de frenos con módulo abs?,MOTOR,0.0000,Consulta técnica informativa,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,cómo purgar adecuadamente el circuito hidráulico de frenos con módulo abs?,PROCEDIMIENTO: PURGA ASISTIDA DEL MÓDULO HIDRÁULICO DE FRENOS ABS CON ESCÁNER (PEDAL BAJO TRAS CAMBIO DE BOMBA / BURBUJA ATRAPADA),⏳ Analizando (cola #79). Te respondo en breve.,5
CASE_120,f11_case_120,1,Procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,completo,procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,NOT_AVAILABLE,NOT_AVAILABLE,NOT_AVAILABLE,procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,SUSPENSION_CHASIS,0.8565,Cremallera de direccion asistida con holgura o fuga,Juntas homocineticas o palieres danados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Cremallera de direccion asistida con holgura o fuga: 0.8565; Juntas homocineticas o palieres danados: 0.0930; Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura): 0.0500,procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE CAJA DE DIRECCIÓN CREMALLERA ELECTRÓNICA Y ACOPLE FLEXIBLE (CHILLIDO / JUEGO EN CREMALLERA / DTC C1532),⏳ *Analizando consulta (cola #80)* Hipótesis preliminar ML: *Cremallera de direccion asistida con holgura o fuga* (85%). En breve recibirás el resumen; el detalle quedará en el panel.,48
CASE_121,f11_case_121,1,"El motor falla un cilindro código P0302, pero vi un manual que hablaba de frenos.","El motor falla un cilindro código P0302, pero vi un manual que hablaba de frenos.",esperando_clarificacion,"el motor falla un cilindro código p0302, pero vi un manual que hablaba de frenos.",NOT_AVAILABLE,NOT_AVAILABLE,P0302,"El motor falla un cilindro código P0302, pero vi un manual que hablaba de frenos.",MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,NOT_AVAILABLE,NOT_AVAILABLE,0.0000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
