case_id,session_id,turn,user_input,normalized_input,current_issue,stored_positive_symptoms,stored_negative_symptoms,unknown_information,DTC,synthesized_ml_query,macro_prediction,macro_confidence,fault_top1,fault_top2,fault_top3,fault_confidences,rag_query,rag_hits,final_response,latency_ms
CASE_107,f11_v2_case_107_usuario_b,2,El pedal de freno se va al fondo con fuga de líquido,el pedal de freno se va al fondo con fuga de líquido,completo,,,,NO_DTC,el pedal de freno se va al fondo con fuga de líquido,FRENOS,0.8206,Fuga hidraulica o aire en el sistema de frenos,Falla en sistema de frenado regenerativo (EV / Hibridos),Discos de freno alabeados o desgastados,Top1=0.821 | Top2=0.117 | Top3=0.063,el pedal de freno se va al fondo con fuga de líquido,PROCEDIMIENTO: DIAGNÓSTICO DEL SISTEMA DE FRENADO REGENERATIVO Y SERVOFRENO ELECTROHIDRÁULICO (EV / HÍBRIDOS),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal (82%):** Fuga hidráulica o presencia de aire en el sistema de frenos. Este escenario explica de manera directa la pérdida de contrapresión hidráulica que provoca que el pedal se vaya al fondo (*pedal esponjoso* o *h,4704
CASE_107,f11_v2_case_107_usuario_a,3,Ya cambié bujías y sigue el tironeo en el cilindro 2,presenta pérdida de potencia. al acelerar bajo carga.,completo,condicion_operacion:al acelerar bajo carga; sintoma_pérdida_de_potencia:pérdida de potencia,,,NO_DTC,presenta pérdida de potencia. al acelerar bajo carga.,MOTOR,0.5355,Bomba de gasolina quemada o con baja presion,Falla en bujias o bobinas de encendido (misfire),Consumo de aceite por desgaste de anillos o retenes,Top1=0.535 | Top2=0.302 | Top3=0.163,presenta pérdida de potencia. al acelerar bajo carga.,PROCEDIMIENTO: DIAGNÓSTICO DE PRESIÓN DE COMBUSTIBLE Y CAÍDA DE CAUDAL BAJO CARGA (DTC P0087 / TIRONEO AL EXIGIR ACELERACIÓN),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Bomba de gasolina quemada o con baja presión (53%). La pérdida de potencia al acelerar bajo carga es el síntoma clásico de una bomba que no logra sum,3471
CASE_107,f11_v2_case_107_usuario_b,4,La fuga de líquido es en el caliper trasero derecho,el pedal de freno se va al fondo con fuga de líquido la fuga de líquido es en el caliper trasero derecho,completo,,,,NO_DTC,el pedal de freno se va al fondo con fuga de líquido la fuga de líquido es en el caliper trasero derecho,FRENOS,0.7583,Fuga hidraulica o aire en el sistema de frenos,Caliper de freno trabado o mordaza pegada (piston agarrotado),Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.758 | Top2=0.157 | Top3=0.085,el pedal de freno se va al fondo con fuga de líquido la fuga de líquido es en el caliper trasero der,PROCEDIMIENTO: PRUEBA DE RETENCIÓN DE PRESIÓN EN BOMBA PRINCIPAL Y SANGRADO A PRESIÓN DE LÍQUIDO DE FRENOS DOT 4 (DTC C0040),🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Fuga hidraulica o aire en el sistema de frenos • **Certeza del Modelo:** 75% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aún no tiene fuente OE,313
CASE_108,f11_v2_case_108_usuario_1,1,Prendo el aire acondicionado y sale aire caliente tibio,presenta aire acondicionado no enfría / sale aire caliente.,inicio,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,1
CASE_108,f11_v2_case_108_usuario_2,2,Al girar la llave suena solo un clac seco motor de arranque mudo,"presenta clic_unico, chasquido de arranque clac. al doblar la dirección.",completo,condicion_operacion:al doblar la dirección; evento:giro_llave; ruido_arranque:clic_unico; sintoma_chasquido_de_arranque_clac:chasquido de arranque clac,,,NO_DTC,"presenta clic_unico, chasquido de arranque clac. al doblar la dirección.",SUSPENSION_CHASIS,0.5834,Juntas homocineticas o palieres danados,Cremallera de direccion asistida con holgura o fuga,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Top1=0.583 | Top2=0.271 | Top3=0.146,"presenta clic_unico, chasquido de arranque clac. al doblar la dirección.",PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **Hipótesis Principal:** Juntas homocinéticas o palieres dañados (58%). *   **Diagnóstico Diferencial:** El reporte del usuario menciona dos síntomas distintos (""clic único / chasquido de arranque clac"" al girar la llave y ""al doblar l",4740
CASE_108,f11_v2_case_108_usuario_1,3,Las presiones de gas marcan cero en el manómetro,presenta aire acondicionado no enfría / sale aire caliente.,inicio,sintoma_climatizacion:aire acondicionado no enfría / sale aire caliente; sintoma_falla_de_climatización___aire_acondicionado_no_enfría:falla de climatización / aire acondicionado no enfría,,,NO_DTC,presenta aire acondicionado no enfría / sale aire caliente.,CLIMATIZACION,0.9999,Falla en compresor de aire acondicionado o fuga de gas R134a,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Top1=1.000 | Top2=0.033 | Top3=0.017,presenta aire acondicionado no enfría / sale aire caliente.,PROCEDIMIENTO: CARGA DE REFRIGERANTE R134a / R1234yf Y PRUEBA DE FUGAS CON MANÓMETROS (DTC B1000 / A/C TIBIO),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en el compresor de aire acondicionado o fuga de gas refrigerante R134a (99%). La sintomatología de aire tibio y la falta de acoplamiento del compresor o presencia de silbidos apuntan directamente a una desp,1
CASE_108,f11_v2_case_108_usuario_2,4,Puentee el solenoide y el motor giró perfecto,"presenta clic_unico, chasquido de arranque clac. al doblar la dirección.",completo,condicion_operacion:al doblar la dirección; evento:giro_llave; ruido_arranque:clic_unico; sintoma_chasquido_de_arranque_clac:chasquido de arranque clac,,,NO_DTC,"presenta clic_unico, chasquido de arranque clac. al doblar la dirección.",SUSPENSION_CHASIS,0.5834,Juntas homocineticas o palieres danados,Cremallera de direccion asistida con holgura o fuga,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),Top1=0.583 | Top2=0.271 | Top3=0.146,"presenta clic_unico, chasquido de arranque clac. al doblar la dirección.",PROCEDIMIENTO: REEMPLAZO DE JUNTA HOMOCINÉTICA Y CUBREPOLVOS DE PALIER (CLAC CLAC AL DOBLAR),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **Hipótesis Principal:** Juntas homocinéticas o palieres dañados (58%). *   **Diagnóstico Diferencial:** El reporte del usuario menciona dos síntomas distintos (""clic único / chasquido de arranque clac"" al girar la llave y ""al doblar l",1
CASE_109,f11_v2_case_109_taller_1,1,Kia Picanto 2019 consume aceite y bota humo azul,kia picanto 2019 consume aceite y bota humo azul por consumo de aceite,completo,marca:Kia; anio:2019; modelo:Picanto,,,NO_DTC,kia picanto 2019 consume aceite y bota humo azul por consumo de aceite,MOTOR,0.9977,Consumo de aceite por desgaste de anillos o retenes,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),Falla en sensor de oxigeno o mezcla rica,Top1=0.998 | Top2=0.033 | Top3=0.017,kia picanto 2019 consume aceite y bota humo azul por consumo de aceite,"PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DE CONSUMO DE ACEITE, ENDOSCOPÍA Y SUSTITUCIÓN DE RETENES DE VÁLVULA",🛠️ **1. Posible Falla Vehicular (Modo Degradado ML+RAG):** • **Diagnóstico Sugerido (ML):** Consumo de aceite por desgaste de anillos o retenes • **Certeza del Modelo:** 99% ⚠️ *Nota:* Se requiere inspección física obligatoria: la confianza ML es insuficiente o el procedimiento RAG aún no tiene fuen,321
CASE_109,f11_v2_case_109_taller_2,2,Volvo FH freno de aire pierde presión por la válvula de descarga,volvo fh freno de aire pierde presión por la válvula de descarga,esperando_autopregunta,,,,NO_DTC,volvo fh freno de aire pierde presión por la válvula de descarga,CARROCERIA_NEUMATICA,0.5130,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Válvula de freno de aire o secador APS obstruido (Camiones),Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),Top1=0.513 | Top2=0.486 | Top3=0.001,NOT_AVAILABLE,NOT_AVAILABLE,🤖 🔍 Para precisar la causa en el sistema de frenos:  • 1️⃣ Se escucha escape continuo de aire en cañerías o pulmones traseros (Pulmones de freno de aire) — 51% • 2️⃣ La válvula de descarga del secador APS bota aceite/humedad o no retiene presión (Secador APS) — 49% • 3️⃣ Ruedas traseras del camión q,38
CASE_109,f11_v2_case_109_taller_1,3,Compresión marca baja en cilindro 3,kia picanto 2019 consume aceite y bota humo azul por consumo de aceite compresión marca baja en cilindro 3,completo,marca:Kia; anio:2019; modelo:Picanto,,,NO_DTC,kia picanto 2019 consume aceite y bota humo azul por consumo de aceite compresión marca baja en cilindro 3,MOTOR,0.8697,Consumo de aceite por desgaste de anillos o retenes,Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Falla de correa dentada banada en aceite (Motor Ford 1.0 Dragon / GM Turbo),Top1=0.870 | Top2=0.085 | Top3=0.046,kia picanto 2019 consume aceite y bota humo azul por consumo de aceite compresión marca baja en cili,"PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DE CONSUMO DE ACEITE, ENDOSCOPÍA Y SUSTITUCIÓN DE RETENES DE VÁLVULA","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Consumo de aceite por desgaste de anillos o retenes (86%). * **Diagnóstico Diferencial:**    - *Hipótesis Principal (86%):* Consumo de aceite por desgaste de anillos o retenes de válvula, evidenciado por el humo ",3696
CASE_109,f11_v2_case_109_taller_2,4,La válvula secadora APS está botando aire continuo,volvo fh freno de aire pierde presión por la válvula de descarga. Confirmación técnica: 2️⃣ La válvula de descarga del secador APS bota aceite/humedad o no retiene presión (Secador APS) — 49%,completo,,,,NO_DTC,volvo fh freno de aire pierde presión por la válvula de descarga. Confirmación técnica: 2️⃣ La válvula de descarga del secador APS bota aceite/humedad o no retiene presión (Secador APS) — 49%,CARROCERIA_NEUMATICA,0.8000,Válvula de freno de aire o secador APS obstruido (Camiones),Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Falla en actuador de resorte o camara Maxi-Brake trabada (frenos de aire),Top1=0.800 | Top2=0.130 | Top3=0.070,volvo fh freno de aire pierde presión por la válvula de descarga. Confirmación técnica: 2️⃣ La válvu,"PROCEDIMIENTO: DIAGNÓSTICO DE VÁLVULA DE CUATRO VÍAS, SECADOR DE AIRE APS Y REGULADOR DE PRESIÓN NEUMÁTICO (CAMIONES)","Como **CarBot**, asistente técnico experto de precisión para mecánicos de taller automotriz, presento la evaluación estructurada basada en la evidencia técnica clasificada para el sistema de frenos neumáticos del Volvo FH:  ---  ### 🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  *   **",3640
CASE_110,f11_v2_case_110,1,el carro no frena tiene fuga,el carro no frena tiene fuga,completo,,,,NO_DTC,el carro no frena tiene fuga,FRENOS,0.9073,Falla en servofreno (booster) o linea de vacio,Empaque de culata soplado o danado,Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.907 | Top2=0.060 | Top3=0.032,el carro no frena tiene fuga,"PROCEDIMIENTO: COMPROBACIÓN DE VACÍO, VÁLVULA CHECK Y RETENCIÓN DEL SERVOFRENO BOOSTER","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Falla en servofreno (booster) o línea de vacío (90%). Los síntomas reportados de pérdida de frenado (""el carro no frena"") combinados con sospecha de fuga apuntan directamente a una falta de asistencia neumática o",4711
CASE_110,f11_v2_case_110,2,reiniciar,el carro no frena tiene fuga reiniciar,completo,,,,NO_DTC,el carro no frena tiene fuga reiniciar,FRENOS,0.9073,Falla en servofreno (booster) o linea de vacio,Empaque de culata soplado o danado,Falla en sistema de frenado regenerativo (EV / Hibridos),Top1=0.907 | Top2=0.060 | Top3=0.032,el carro no frena tiene fuga reiniciar,"PROCEDIMIENTO: COMPROBACIÓN DE VACÍO, VÁLVULA CHECK Y RETENCIÓN DEL SERVOFRENO BOOSTER","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en el servofreno (booster) o línea de vacío (90%). Los síntomas reportados (pedal duro como piedra, pérdida de eficacia en el frenado, fuga de aire o soplido) apuntan directamente a una pérdida de asistencia",4585
CASE_110,f11_v2_case_110,3,"hola, ahora quiero consultar por un ruido en la suspensión","el carro no frena tiene fuga reiniciar hola, ahora quiero consultar por un ruido en la suspensión",completo,,,,NO_DTC,"el carro no frena tiene fuga reiniciar hola, ahora quiero consultar por un ruido en la suspensión",SUSPENSION_CHASIS,0.9646,Amortiguadores reventados o bujes de suspension gastados,Faja o cadena de distribucion destensada o con salto de punto,Falla en servofreno (booster) o linea de vacio,Top1=0.965 | Top2=0.033 | Top3=0.017,"el carro no frena tiene fuga reiniciar hola, ahora quiero consultar por un ruido en la suspensión","PROCEDIMIENTO: DIAGNÓSTICO DE DESGASTE DE BUJES DE TRAPECIO, BARRAS ESTABILIZADORAS Y AMORTIGUADORES (GOLPETEO EN TROCHA / REBOTE)","🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial**  * **Hipótesis Principal:** Amortiguadores reventados o bujes de suspensión gastados (96%). * **Diagnóstico Diferencial:**    - La consulta inicial menciona síntomas mixtos y confusos (""el carro no frena tiene fuga reiniciar"" junto con ""rui",3412
CASE_111,f11_v2_case_111,1,bujía quemada código P0301,bujía quemada código p0301,completo,dtc_P0301:P0301,,,P0301,bujía quemada código p0301,MOTOR,0.9735,Falla en bujias o bobinas de encendido (misfire),Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Top1=0.974 | Top2=0.033 | Top3=0.017,bujía quemada código p0301,PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (misfire) (97%), asociada al código DTC P0301 (Cylinder 1 Misfire Detected). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (97%):* Falla directa en el encendido de",2510
CASE_111,f11_v2_case_111,2,nuevo caso,bujía quemada código p0301 nuevo caso,completo,dtc_P0301:P0301,,,NO_DTC,bujía quemada código p0301 nuevo caso,MOTOR,0.9701,Falla en bujias o bobinas de encendido (misfire),Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Top1=0.970 | Top2=0.033 | Top3=0.017,bujía quemada código p0301 nuevo caso,PROCEDIMIENTO: CAMBIO DE BUJÍAS DE ENCENDIDO Y DIAGNÓSTICO DE MISFIRE (DTC P0300 / P0301),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (misfire) (97%), respaldada directamente por el código DTC P0301 (Cylinder 1 Misfire Detected). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (97%):* Falla en bují",2478
CASE_111,f11_v2_case_111,3,"buenas tardes, tengo una fuga de aceite en la caja de cambios","bujía quemada código p0301 nuevo caso buenas tardes, tengo una fuga de aceite en la caja de cambios",completo,dtc_P0301:P0301,,,NO_DTC,"bujía quemada código p0301 nuevo caso buenas tardes, tengo una fuga de aceite en la caja de cambios",TRANSMISION,0.6615,Falta o degradacion de aceite de caja de cambios,Baja presion de aceite o bomba de aceite defectuosa,Rodajes de caja mecanica o diferencial gastados,Top1=0.661 | Top2=0.220 | Top3=0.118,"bujía quemada código p0301 nuevo caso buenas tardes, tengo una fuga de aceite en la caja de cambios",PROCEDIMIENTO: SERVICIO A CAJA DE CAMBIOS MECANICA Y RODAJES DE DIFERENCIAL (TRANSMISION_002 / TRANSMISION_003),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falta o degradación de aceite de caja de cambios (66%). - **Diagnóstico Diferencial:**    - Se debe contrastar la hipótesis principal con la **Hipóte,2832
CASE_112,f11_v2_case_112,1,se recalienta y hierve el depósito,se recalienta y hierve el depósito,esperando_clarificacion,sintoma_sobrecalentamiento:sobrecalentamiento,,,NO_DTC,se recalienta y hierve el depósito,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_112,f11_v2_case_112,2,limpiar chat,limpiar chat,esperando_clarificacion,sintoma_sobrecalentamiento:sobrecalentamiento,,,NO_DTC,limpiar chat,MOTOR,0.0000,Consulta Ambigua / Datos Faltantes,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"⚠️ Especifique: ¿ocurre al arrancar, acelerar o frenar?",1
CASE_112,f11_v2_case_112,3,el alternador no carga marca 11.5 voltios,presenta sobrecalentamiento. medición 11.5 voltios.,inicio,,,,NO_DTC,presenta sobrecalentamiento. medición 11.5 voltios.,MOTOR,0.0000,Consulta fuera del alcance automotriz,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",1
CASE_113,f11_v2_case_113,1,"Eso era de mi Toyota Yaris, ahora quiero preguntar por mi camioneta Hilux diesel que bota humo negro","eso era de mi toyota yaris, ahora quiero preguntar por mi camioneta hilux diesel que bota humo negro por mezcla rica o combustion incompleta",completo,marca:Toyota; modelo:Yaris; combustible:Diésel,,,NO_DTC,"eso era de mi toyota yaris, ahora quiero preguntar por mi camioneta hilux diesel que bota humo negro por mezcla rica o combustion incompleta",MOTOR,0.6515,Falla en sensor de oxigeno o mezcla rica,Fuga o baja presion en sistema Common Rail Diesel (Camiones/Pickups),Falla en filtro de particulas DPF / FAP y sistema AdBlue DEF (Diesel Euro 5/6),Top1=0.651 | Top2=0.227 | Top3=0.122,"eso era de mi toyota yaris, ahora quiero preguntar por mi camioneta hilux diesel que bota humo negro",PROCEDIMIENTO: DIAGNÓSTICO DE SENSOR DE RELACIÓN AIRE/COMBUSTIBLE (A/F BANDA ANCHA) Y SONDA LAMBDA (DTC P0135 / P2195),"PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Toyota Hilux Diésel | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en sensor de oxígeno o mezcla rica (65%), manifestada con humo negro por combustión incompleta. - **Diagnóstico Diferencial:** Dado ",3698
CASE_114,f11_v2_case_114,1,Terminé con el Suzuki Swift. Ahora tengo un camión Isuzu con fuga de aire en los frenos,terminé con el suzuki swift. ahora tengo un camión isuzu con fuga de aire en los frenos,completo,marca:Suzuki,,,NO_DTC,terminé con el suzuki swift. ahora tengo un camión isuzu con fuga de aire en los frenos,CARROCERIA_NEUMATICA,0.9994,Fugas de aire o fallos en el sistema de frenos neumático (Camiones),Falla en sistema de frenado regenerativo (EV / Hibridos),Falla electrica del cierre centralizado o actuador de puerta,Top1=0.999 | Top2=0.033 | Top3=0.017,terminé con el suzuki swift. ahora tengo un camión isuzu con fuga de aire en los frenos,PROCEDIMIENTO: DIAGNOSTICO Y REPARACION DE CIERRE CENTRALIZADO Y ACTUADOR ELECTRICO DE PUERTA (CARROCERIA_001),PERFIL DEL VEHÍCULO DECLARADO: Vehículo: Genérico | Placa: N/A  🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Fugas de aire o fallos en el sistema de frenos neumático (Camiones) (99%). - **Diagnóstico Diferencial:**    - *Hipótesis Principal (Fugas de aire en,4136
CASE_115,f11_v2_case_115,1,Ya entregué el Honda Civic. Me acaba de llegar un Chevrolet Sail que no arranca,Chevrolet Civic. presenta motor no arranca.,esperando_autopregunta,marca:Chevrolet; modelo:Civic; motor_arranca:NO; sintoma_motor_no_arranca:motor no arranca,,,NO_DTC,Chevrolet Civic. presenta motor no arranca.,ELECTRICO,0.5075,Bateria descargada o bornes sulfatados,Inyectores sucios o filtro de combustible obstruido,Falla en bujias o bobinas de encendido (misfire),Top1=0.507 | Top2=0.154 | Top3=0.153,NOT_AVAILABLE,NOT_AVAILABLE,"🤖 🔍 Para precisar el origen del problema de arranque:  • 1️⃣ Las luces del tablero se apagan o parpadean al dar arranque y suena arrastrado (Batería descargada) — 51% • 2️⃣ El motor tose, tironea a cualquier velocidad o le cuesta responder al acelerador (Inyectores / Filtro) — 15% • 3️⃣ Jalonea o ca",45
CASE_116,f11_v2_case_116,1,Cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comparador?,cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comparador?,completo,,,,NO_DTC,cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comparador?,FRENOS,0.9944,Discos de freno alabeados o desgastados,Fuga hidraulica o aire en el sistema de frenos,Falla en sensor de velocidad de rueda ABS,Top1=0.994 | Top2=0.033 | Top3=0.017,cuál es el procedimiento técnico y tolerancia para medir el alabeo de discos de freno con reloj comp,PROCEDIMIENTO: DIAGNÓSTICO METROLÓGICO DEL ALABEO DE DISCOS DE FRENO Y VARIACIÓN DE ESPESOR DTV (VIBRACIÓN EN PEDAL / VOLANTE AL FRENAR),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Discos de freno alabeados o desgastados (99%). La sintomatología clásica incluye vibración o pulsación en el pedal de freno a más de 60 km/h y vibración violenta en el volante al aplicar frenado medio en bajadas. ,3846
CASE_117,f11_v2_case_117,1,Cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,inicio,,,,NO_DTC,cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,MOTOR,0.0000,Consulta técnica informativa,N/A,N/A,Conf=0.000,cómo se realiza la prueba de caída de tensión y rizado de diodos en el alternador con osciloscopio?,"PROCEDIMIENTO: DIAGNÓSTICO Y REPARACIÓN DE ALTERNADOR, REGULADOR DE VOLTAJE Y BATERÍA (DTC P0562 / P0620 / EL ALTERNADOR NO CARGA Y BATERÍA DESCARGADA)","💡 *Orientación CarBot* Hola colega. Como asistente técnico CarBot, aquí tienes el procedimiento técnico según el alcance del contexto documental disponible y las especificaciones generales de taller: ### 1. Prueba de Caída de Tensión Esta prueba se realiza con… 🚗 Si sabes el modelo, envíalo para afi",1398
CASE_118,f11_v2_case_118,1,Procedimiento para medir la presión de combustible en rampa y prueba de retención de presión.,procedimiento para medir la presión de combustible en rampa y prueba de retención de presión.,inicio,,,,NO_DTC,procedimiento para medir la presión de combustible en rampa y prueba de retención de presión.,MOTOR,0.0000,Consulta fuera del alcance automotriz,N/A,N/A,Conf=0.000,NOT_AVAILABLE,NOT_AVAILABLE,"🚗 Describe el síntoma, por ejemplo: *vibra al manejar*.",2
CASE_119,f11_v2_case_119,1,Cómo purgar adecuadamente el circuito hidráulico de frenos con módulo ABS?,cómo purgar adecuadamente el circuito hidráulico de frenos con módulo abs?,inicio,,,,NO_DTC,cómo purgar adecuadamente el circuito hidráulico de frenos con módulo abs?,MOTOR,0.0000,Consulta técnica informativa,N/A,N/A,Conf=0.000,cómo purgar adecuadamente el circuito hidráulico de frenos con módulo abs?,PROCEDIMIENTO: PURGA ASISTIDA DEL MÓDULO HIDRÁULICO DE FRENOS ABS CON ESCÁNER (PEDAL BAJO TRAS CAMBIO DE BOMBA / BURBUJA ATRAPADA),"💡 *Orientación CarBot* Para purgar adecuadamente el circuito hidráulico de frenos con aire atrapado en el módulo ABS (síntoma de pedal esponjoso persistente que no se corrige con el método manual), se debe realizar una purga asistida o automatizada con escáner… 🚗 Si sabes el modelo, envíalo para afi",1150
CASE_120,f11_v2_case_120,1,Procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,completo,,,,NO_DTC,procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,SUSPENSION_CHASIS,0.8565,Cremallera de direccion asistida con holgura o fuga,Juntas homocineticas o palieres danados,Rodamiento de maza o rodaje de rueda picado (zumbido de rodadura),Top1=0.857 | Top2=0.093 | Top3=0.050,procedimiento técnico para verificar la holgura en rótulas y terminales de dirección en elevador.,PROCEDIMIENTO: DIAGNÓSTICO Y REEMPLAZO DE CAJA DE DIRECCIÓN CREMALLERA ELECTRÓNICA Y ACOPLE FLEXIBLE (CHILLIDO / JUEGO EN CREMALLERA / DTC C1532),🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** *   **Hipótesis Principal:** Cremallera de dirección asistida con holgura o fuga (85%). *   **Diagnóstico Diferencial:** Es indispensable contrastar la hipótesis principal con el Top 2 (Juntas homocinéticas o palieres dañados) y el Top 3 (R,3154
CASE_121,f11_v2_case_121,1,"El motor falla un cilindro código P0302, pero vi un manual que hablaba de frenos.","el motor falla un cilindro código p0302, pero vi un manual que hablaba de frenos.",completo,dtc_P0302:P0302,,,P0302,"el motor falla un cilindro código p0302, pero vi un manual que hablaba de frenos.",MOTOR,0.9890,Falla en bujias o bobinas de encendido (misfire),Perdida de compresion en cilindro por valvulas pisadas o anillos desgastados,Falla en circuito o solenoide de inyector individual (DTC P0201 - P0208),Top1=0.989 | Top2=0.033 | Top3=0.017,"el motor falla un cilindro código p0302, pero vi un manual que hablaba de frenos.",PROCEDIMIENTO: DIAGNÓSTICO DE BOBINAS DE ENCENDIDO COP Y TIEMPO DE QUEMADO DE CHISPA (DTC P0300 A P0304 / TIRONEO BAJO CARGA),"🛠️ **1. Posible Falla Vehicular y Diagnóstico Diferencial** - **Hipótesis Principal:** Falla en bujías o bobinas de encendido (misfire) (98%). El DTC OBD-II confirmado es el **P0302**, que indica específicamente una falla de encendido detectada en el **cilindro 2**. (Nota: Respecto a la confusión de",3630
