id_candidato,sintoma,condicion,causa_candidata,revision_inicial,pregunta_aclaracion,urgencia_fuente,sistema_fuente,codigo_canonico_propuesto,falla_canonica_propuesta,sistema_canonico,estado_mapeo,decision_revision,validado_por_mecanico,apto_entrenamiento,uso_recomendado_actual,fuente,url_fuente,seccion_fuente,fecha_consulta,licencia_fuente,sha256_texto_fuente,observaciones_revision
GEM-0126,el auto pierde potencia y bota humo negro,al acelerar o bajo carga,catalizador afectado,"Revisar mezcla, admision, encendido, inyeccion y escape.",¿El humo aparece al acelerar y aumento el consumo?,ALTA,"Combustible, motor y escape",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con humo negro,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0127,el auto pierde potencia y consume mas combustible,en uso habitual,bujias gastadas,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0128,el auto pierde potencia y consume mas combustible,en uso habitual,inyectores sucios,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0129,el auto pierde potencia y consume mas combustible,en uso habitual,filtro de aire sucio,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0130,el auto pierde potencia y consume mas combustible,en uso habitual,sensor de oxigeno defectuoso,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",COMBUSTIBLE_004,Falla en sensor de oxigeno o mezcla rica,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0131,el auto pierde potencia y consume mas combustible,en uso habitual,sensor MAF o MAP defectuoso,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0132,el auto pierde potencia y consume mas combustible,en uso habitual,cuerpo de aceleracion sucio,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",COMBUSTIBLE_003,Cuerpo de aceleracion o valvula IAC sucia,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0133,el auto pierde potencia y consume mas combustible,en uso habitual,catalizador obstruido,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0134,el auto pierde potencia y consume mas combustible,en uso habitual,frenos pegados,"Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0135,el auto pierde potencia y consume mas combustible,en uso habitual,"trafico, clima o habito de manejo","Revisar encendido, inyeccion, admision, sensores, escape y frenos.","¿Tambien hay tirones, humo negro o check engine?",MEDIA_ALTA,"Combustible, motor, escape y frenos",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia y consumo alto,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0136,el auto pierde potencia sin encender check engine,sin luces de averia,filtro de aire sucio,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0137,el auto pierde potencia sin encender check engine,sin luces de averia,presion baja de neumaticos,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0138,el auto pierde potencia sin encender check engine,sin luces de averia,mantenimiento atrasado,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0139,el auto pierde potencia sin encender check engine,sin luces de averia,peso excesivo,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0140,el auto pierde potencia sin encender check engine,sin luces de averia,frenos pegados,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0141,el auto pierde potencia sin encender check engine,sin luces de averia,alineacion deficiente,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",SUSPENSION_004,Llantas desbalanceadas o desalineadas,Suspensión y Dirección,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0142,el auto pierde potencia sin encender check engine,sin luces de averia,aceite incorrecto,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,REQUIERE_DESCARTE,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0143,el auto pierde potencia sin encender check engine,sin luces de averia,filtro de combustible restringido,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0144,el auto pierde potencia sin encender check engine,sin luces de averia,catalizador parcialmente obstruido,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0145,el auto pierde potencia sin encender check engine,sin luces de averia,transmision desgastada,Revisar elementos mecanicos y mantenimiento aunque no existan codigos.,"¿Ocurre siempre, a cierta velocidad o solo bajo carga?",MEDIA,"Motor, rodaje, frenos y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia sin check engine,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0146,"el auto pierde fuerza, vibra o da tirones",al acelerar o bajo carga,bujias o bobinas defectuosas,"Separar falla de combustion, soportes, combustible y transmision.","¿Vibra detenido, al acelerar o al cambiar de marcha?",MEDIA_ALTA,"Motor, combustible y transmision",MOTOR_001,Falla en bujias o bobinas de encendido (misfire),Motor,MAPEO_PROPUESTO,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con vibraciones o tirones,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0147,"el auto pierde fuerza, vibra o da tirones",al acelerar o bajo carga,inyectores o suministro de combustible,"Separar falla de combustion, soportes, combustible y transmision.","¿Vibra detenido, al acelerar o al cambiar de marcha?",MEDIA_ALTA,"Motor, combustible y transmision",COMBUSTIBLE_001,Inyectores sucios o filtro de combustible obstruido,Inyección de Combustible,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con vibraciones o tirones,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0148,"el auto pierde fuerza, vibra o da tirones",al acelerar o bajo carga,soportes de motor dañados,"Separar falla de combustion, soportes, combustible y transmision.","¿Vibra detenido, al acelerar o al cambiar de marcha?",MEDIA_ALTA,"Motor, combustible y transmision",,,,SIN_CLASE_CANONICA,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con vibraciones o tirones,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
GEM-0149,"el auto pierde fuerza, vibra o da tirones",al acelerar o bajo carga,problema de transmision,"Separar falla de combustion, soportes, combustible y transmision.","¿Vibra detenido, al acelerar o al cambiar de marcha?",MEDIA_ALTA,"Motor, combustible y transmision",,,,REQUIERE_REVISION_AMBIGUEDAD,PENDIENTE_MECANICO,NO,NO,CANDIDATO_RAG_Y_REVISION,Perdida de potencia del motor: causas comunes y que revisar primero,https://gemacar.com/blog/perdida-de-potencia-del-motor/,Perdida de potencia con vibraciones o tirones,2026-09-02,NO_DECLARADA,da91396c7ac7fd5669b4b4ae809a0ebc8649d6197dcf91b104f669a7498fc4f1,
