"sintoma","tipo_vehiculo","codigo_obd","falla","codigo_falla","origen","estado_validacion"
"Pack de bateria de traccion EV con bajo rendimiento en capacidad kilowatt-hora","Pickup Toyota Hilux 2018","SIN_OBD","Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)","ELECTRICO_HV_001","SINTETICO","NO_VALIDADO"
"Fallo en inversor de corriente IGBT o motor electrico en vehiculo hibrido","Camion Isuzu Forward 2019","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Modulo inversor de alta tension IGBT en corto sin propulsion electrica","Camion Volvo FH 2018","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Inversor hibrido de corriente no convierte DC a AC para los motores MG1 MG2","Sedan Honda Civic 2016","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Sobrecalentamiento en modulo de potencia IGBT de inversor de alto voltaje","SUV Nissan X-Trail 2017","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Falla en convertidor DC-DC de alta tension que no recarga la bateria de 12V","Sedan Mazda 3 2018","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Motor electrico de traccion con ruido de rodamientos de alta velocidad en EV","Sedan Toyota Yaris 2018","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Inversor de alto voltaje bloquea el arranque Ready por sobrecorriente","Hatchback Kia Rio 2017","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Averia en sensor resolver de posicion de motor electrico de traccion","Sedan Nissan Versa 2019","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Fuga de refrigerante dielectrico dentro de la carcasa del inversor IGBT","Sedan Hyundai Accent 2018","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Modulo elevador Boost del inversor de alta tension con voltaje inestable","SUV Hyundai Tucson 2016","SIN_OBD","Fallo en inversor de corriente IGBT o motor electrico (EV)","ELECTRICO_HV_002","SINTETICO","NO_VALIDADO"
"Falla en sistema de frenado regenerativo en vehiculo electrico o hibrido","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Freno regenerativo no recupera energia y pasa bruscamente a freno hidraulico","Sedan Toyota Corolla 2015","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Actuador electrohidraulico de freno regenerativo con sensacion esponjosa","Hatchback Suzuki Swift 2018","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Fallo de comunicacion entre ECU de frenos y modulo inversor en frenada regenerativa","Sedan Kia Cerato 2017","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Perdida de frenado regenerativo en bajadas prolongadas con testigo en cuadro","Sedan Nissan Sentra 2018","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Bomba de precarga de frenos regenerativos trabajando continuo por fuga de presion","SUV Changan CS35 2020","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Transicion brusca e irregular entre frenado electrico por recuperacion y friccion","Hatchback VW Gol 2015","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Simulador de carrera de pedal de freno regenerativo con lectura descalibrada","Pickup Toyota Hilux 2018","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Frenado regenerativo desconectado por limite de temperatura en pack de celdas","Camion Isuzu Forward 2019","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Fallo en valvulas lineales de control de presion de freno regenerativo hibrido","Camion Volvo FH 2018","SIN_OBD","Falla en sistema de frenado regenerativo (EV / Hibridos)","ELECTRICO_HV_003","SINTETICO","NO_VALIDADO"
"Fuga o sobrecalentamiento en circuito de refrigeracion de inversor y bateria EV","Sedan Honda Civic 2016","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Bomba de agua electrica de refrigeracion de inversor hibrido quemada","SUV Nissan X-Trail 2017","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Temperatura critica en circuito refrigerante dedicado de inversor y motor MG","Sedan Mazda 3 2018","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Bomba electrica de refrigeracion de bateria HV no circula el fluido termico","Sedan Toyota Yaris 2018","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Nivel bajo de refrigerante dielectrico en circuito de enfriamiento de alta tension","Hatchback Kia Rio 2017","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Radiador secundario de inversor tapado provocando corte de potencia por calor","Sedan Nissan Versa 2019","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Aire en el circuito de refrigeracion de modulo electronico de potencia EV","Sedan Hyundai Accent 2018","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Sensor de temperatura de refrigerante de inversor marcando sobrecalentamiento","SUV Hyundai Tucson 2016","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Fuga de liquido refrigerante en cañerias de enfriamiento de pack de baterias","Sedan Chevrolet Sail 2016","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Enfriador Chiller de refrigeracion de bateria de alto voltaje con bajo flujo","Sedan Toyota Corolla 2015","SIN_OBD","Foco o falla en sistema de refrigeracion de bateria/inversor (EV)","ELECTRICO_HV_004","SINTETICO","NO_VALIDADO"
"Al aplastar el control remoto la puerta sigue bloqueada y el actuador no responde","Hatchback Suzuki Swift 2018","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Pestillo electrico salta intermitentemente y no traba la chapa con el mando","Sedan Kia Cerato 2017","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Presiono el control de la puerta y el seguro electrico se queda trabado sin abrir","Sedan Nissan Sentra 2018","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"El actuador de la puerta no desbloquea el seguro electrico al usar el control","SUV Changan CS35 2020","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Al usar el control remoto el pestillo electrico salta y la puerta sigue bloqueada","Hatchback VW Gol 2015","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Cierre centralizado no acciona la puerta del piloto al presionar el llavero","Pickup Toyota Hilux 2018","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Seguro electrico de puerta rebota y no asegura al cerrar con el control remoto","Camion Isuzu Forward 2019","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Actuador electrico de puerta quemado sin sonido al operar el mando de la alarma","Camion Volvo FH 2018","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Puerta bloqueada que no abre con el control de cierre centralizado a distancia","Sedan Honda Civic 2016","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"Mando a distancia activa la alarma pero el actuador electrico de puerta no destraba","SUV Nissan X-Trail 2017","SIN_OBD","Falla electrica del cierre centralizado o actuador de puerta","CARROCERIA_001","SINTETICO","NO_VALIDADO"
"La chapa de la puerta esta chueca y no abre al accionar la manija exterior","Sedan Mazda 3 2018","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"El pestillo de la puerta se quedo chueco y trabado y la chapa no responde","Sedan Toyota Yaris 2018","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"La cerradura de la puerta se quedo trabada y la chapa mecanica no abre por dentro","Hatchback Kia Rio 2017","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"La chapa de la puerta esta inclinada y desalineada y no encaja en el marco","Sedan Nissan Versa 2019","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"Mecanismo de chapa y cerradura de puerta trabada que no encaja ni cierra bien","Sedan Hyundai Accent 2018","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"Pestillo mecanico trabado que impide abrir la puerta tirando de la manija","SUV Hyundai Tucson 2016","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"Chapa mecanica de puerta desalineada que golpea contra el cerradero del pilar","Sedan Chevrolet Sail 2016","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"Cerradura trabada por rotura de resorte interno del trinquete de la puerta","Sedan Toyota Corolla 2015","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"La manija interior se siente dura y no destraba la chapa mecanica de la puerta","Hatchback Suzuki Swift 2018","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"Chapa de puerta descolgada que requiere levantar la puerta para poder cerrar","Sedan Kia Cerato 2017","SIN_OBD","Cerradura, chapa o pestillo mecanico de puerta trabado o desalineado","CARROCERIA_002","SINTETICO","NO_VALIDADO"
"El elevalunas electrico no sube ni baja la luna y suena el motor girando","Sedan Nissan Sentra 2018","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"El elevador de vidrio tiene la guaya rota y el cristal de la ventana cayo","SUV Changan CS35 2020","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"Al accionar el alzacristales electrico suena la guaya rota y el vidrio no sube","Hatchback VW Gol 2015","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"Elevador de vidrio y alzacristales quemado con la guaya rota trabada","Pickup Toyota Hilux 2018","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"El elevalunas electrico del piloto se quedo trabado y no mueve el vidrio","Camion Isuzu Forward 2019","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"Vidrio de puerta caido al interior por ruptura de cable acerado del alzacristales","Camion Volvo FH 2018","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"Motor del elevalunas electrico zumba en falso pero la luna de cristal no se mueve","Sedan Honda Civic 2016","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"Guaya de alzacristales deshilachada trabando el recorrido del vidrio de la ventana","SUV Nissan X-Trail 2017","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"Luna de la puerta del conductor atascada a medio subir con crujido de elevalunas","Sedan Mazda 3 2018","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"El boton de alzacristales activa el motor pero la guaya rota no levanta el cristal","Sedan Toyota Yaris 2018","SIN_OBD","Elevalunas electrico o guaya de alzacristales rota o trabada","CARROCERIA_003","SINTETICO","NO_VALIDADO"
"Limpiaparabrisas y motor pluma quemado que no se mueve en el parabrisas","Hatchback Kia Rio 2017","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Las plumas del limpiaparabrisas se quedaron trabadas a mitad del vidrio","Sedan Nissan Versa 2019","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"El limpiaparabrisas no funciona y el motor pluma quemado no barre el agua","Sedan Hyundai Accent 2018","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Motor pluma del limpiaparabrisas quemado y las plumas estan trabadas","SUV Hyundai Tucson 2016","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Limpiaparabrisas con motor de pluma quemado que no funciona en ninguna velocidad","Sedan Chevrolet Sail 2016","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Escobillas de limpiaparabrisas congeladas en el parabrisas con motor quemado","Sedan Toyota Corolla 2015","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Brazos de plumas del parabrisas trabados por engranaje de motorreductor roto","Hatchback Suzuki Swift 2018","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"El limpiaparabrisas funde el fusible de inmediato y el motor pluma huele a quemado","Sedan Kia Cerato 2017","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Plumas del limpiaparabrisas sin movimiento al activar la palanca de barrido","Sedan Nissan Sentra 2018","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Motor de pluma del limpiaparabrisas sin fuerza que se detiene al barrer lluvia","SUV Changan CS35 2020","SIN_OBD","Limpiaparabrisas o motor pluma quemado","CARROCERIA_004","SINTETICO","NO_VALIDADO"
"Perdida de fuerza y silbido agudo en mangueras de intercooler o turbocompresor","Hatchback VW Gol 2015","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Fuga de presion de turbo por abrazadera suelta en manguera de intercooler","Pickup Toyota Hilux 2018","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Turbocompresor con holgura radial en turbina rozando contra la caracola","Camion Isuzu Forward 2019","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Silbido fuerte al acelerar y humo negro por fuga en cañerias de intercooler","Camion Volvo FH 2018","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Intercooler de turbo rajado perdiendo presion de admision en carretera","Sedan Honda Civic 2016","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Eje de turbocompresor con fuga de aceite pasando lubricante a la admision","SUV Nissan X-Trail 2017","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Perdida de empuje de turbo y silbido de sirena por alabes de turbina picados","Sedan Mazda 3 2018","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Manguera de intercooler hinchada y perforada que sopla aire a presion","Sedan Toyota Yaris 2018","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Baja presion de turbo P0299 por fuga de aire entre turbo e intercooler","Hatchback Kia Rio 2017","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Falta de potencia en subida con silbido de escape de aire en sobrealimentacion","Sedan Nissan Versa 2019","SIN_OBD","Fuga en mangueras de intercooler o turbocompresor danado","TURBO_001","SINTETICO","NO_VALIDADO"
"Falla en valvula de alivio blow-off recirculadora o wastegate de turbo","Sedan Hyundai Accent 2018","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Valvula de alivio blow-off de turbo abierta dejando escapar presion al acelerar","SUV Hyundai Tucson 2016","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Valvula diverter recirculadora de turbo con membrana de goma rajada","Sedan Chevrolet Sail 2016","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Perdida de boost por valvula blow-off pegada que no sella la admision","Sedan Toyota Corolla 2015","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Ruido de aleteo flutter al soltar el acelerador por blow-off trabada","Hatchback Suzuki Swift 2018","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Fuga de sobrealimentacion por solenoide N75 de control de valvula diverter","Sedan Kia Cerato 2017","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Valvula de alivio de turbocompresor con fuga constante de presion de aire","Sedan Nissan Sentra 2018","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Retardo excesivo turbo lag por valvula recirculadora que no cierra rapido","SUV Changan CS35 2020","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Sobrepresion en desaceleracion por valvula blow-off trancada en la caracola","Hatchback VW Gol 2015","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
"Presion inestable de turbo provocada por actuador diverter electronico en corto","Pickup Toyota Hilux 2018","SIN_OBD","Falla en actuador de turbocompresor o VGT en motores alemanes TSI / TFSI","TURBO_002","SINTETICO","NO_VALIDADO"
