id,sintoma,falla,codigo_falla,sistema,subcomponente,requiere_escaner,prueba_sugerida,codigo_dtc,origen_dato,grupo_origen,estado_revision,validado_mecanico
3105,"Al probar el auto: al subir pendientes en modo eléctrico, aparece el triángulo rojo maestro o aviso de revisar sistema híbrido; el cliente indica que con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-00-02,solo_experimento,NO
3106,"Al subir pendientes en modo eléctrico, aparece el triángulo rojo maestro o aviso de revisar sistema híbrido, con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-00-02,solo_experimento,NO
3107,"Maestro, la batería pasa de llena a vacía en menos de 2 cuadras al encender el carro. Pasa que con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-02-00,solo_experimento,NO
3108,"Maestro, la batería pasa de llena a vacía en menos de 2 cuadras en un toyota prius o auto híbrido/ev. Pasa que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-02-01,solo_experimento,NO
3109,Revisión técnica: al encender el carro se nota que aparece el triángulo rojo maestro o aviso de revisar sistema híbrido y además y bloque de celdas con resistencia interna disparada.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-00-01,solo_experimento,NO
3110,Revisión técnica: en un toyota prius o auto híbrido/ev se nota que el motor a gasolina no se apaga nunca y carga forzado y además con código P0A80 de reemplazo de paquete de baterías.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-01-00,solo_experimento,NO
3111,"Al subir pendientes en modo eléctrico, aparece el triángulo rojo maestro o aviso de revisar sistema híbrido, con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-00-00,solo_experimento,NO
3112,"Maestro, la batería pasa de llena a vacía en menos de 2 cuadras al encender el carro. Pasa que con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-02-02,solo_experimento,NO
3113,Revisión técnica: en un toyota prius o auto híbrido/ev se nota que el motor a gasolina no se apaga nunca y carga forzado y además con código P0A80 de reemplazo de paquete de baterías.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-01-00,solo_experimento,NO
3114,"Maestro, la batería pasa de llena a vacía en menos de 2 cuadras al encender el carro. Pasa que con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-02-00,solo_experimento,NO
3115,"Mire: El motor a gasolina no se apaga nunca y carga forzado en un toyota prius o auto híbrido/ev, sobre todo con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-01-02,solo_experimento,NO
3116,"Al probar el auto: al encender el carro, el motor a gasolina no se apaga nunca y carga forzado; el cliente indica que con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-01-02,solo_experimento,NO
3117,Revisión técnica: en un toyota prius o auto híbrido/ev se nota que la batería pasa de llena a vacía en menos de 2 cuadras y además y bloque de celdas con resistencia interna disparada.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-02-01,solo_experimento,NO
3118,"Mire: La batería pasa de llena a vacía en menos de 2 cuadras al encender el carro, sobre todo con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-02-00,solo_experimento,NO
3119,Revisión técnica: en un toyota prius o auto híbrido/ev se nota que el motor a gasolina no se apaga nunca y carga forzado y además con ventilador de enfriamiento de batería al máximo.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-01-02,solo_experimento,NO
3120,"Al probar el auto: al subir pendientes en modo eléctrico, la batería pasa de llena a vacía en menos de 2 cuadras; el cliente indica que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-02-01,solo_experimento,NO
3121,"Mire: La batería pasa de llena a vacía en menos de 2 cuadras al subir pendientes en modo eléctrico, sobre todo y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-02-01,solo_experimento,NO
3122,"Mire: Aparece el triángulo rojo maestro o aviso de revisar sistema híbrido en un toyota prius o auto híbrido/ev, sobre todo con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-00-00,solo_experimento,NO
3123,"Maestro, el motor a gasolina no se apaga nunca y carga forzado al subir pendientes en modo eléctrico. Pasa que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-01-01,solo_experimento,NO
3124,"Maestro, el motor a gasolina no se apaga nunca y carga forzado al encender el carro. Pasa que con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-01-00,solo_experimento,NO
3125,"Al subir pendientes en modo eléctrico, el motor a gasolina no se apaga nunca y carga forzado, con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-01-02,solo_experimento,NO
3126,"Maestro, la batería pasa de llena a vacía en menos de 2 cuadras al subir pendientes en modo eléctrico. Pasa que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-02-01,solo_experimento,NO
3127,Revisión técnica: al subir pendientes en modo eléctrico se nota que el motor a gasolina no se apaga nunca y carga forzado y además con ventilador de enfriamiento de batería al máximo.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-01-02,solo_experimento,NO
3128,"Mire: Aparece el triángulo rojo maestro o aviso de revisar sistema híbrido al encender el carro, sobre todo con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-00-00,solo_experimento,NO
3129,Revisión técnica: al subir pendientes en modo eléctrico se nota que la batería pasa de llena a vacía en menos de 2 cuadras y además con código P0A80 de reemplazo de paquete de baterías.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-02-00,solo_experimento,NO
3130,"Mire: La batería pasa de llena a vacía en menos de 2 cuadras en un toyota prius o auto híbrido/ev, sobre todo y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-02-01,solo_experimento,NO
3131,Revisión técnica: al encender el carro se nota que el motor a gasolina no se apaga nunca y carga forzado y además y bloque de celdas con resistencia interna disparada.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-01-01,solo_experimento,NO
3132,"Mire: El motor a gasolina no se apaga nunca y carga forzado al subir pendientes en modo eléctrico, sobre todo y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-01-01,solo_experimento,NO
3133,"Maestro, el motor a gasolina no se apaga nunca y carga forzado en un toyota prius o auto híbrido/ev. Pasa que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-01-01,solo_experimento,NO
3134,"Mire: La batería pasa de llena a vacía en menos de 2 cuadras al subir pendientes en modo eléctrico, sobre todo con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-02-00,solo_experimento,NO
3135,"Al probar el auto: al subir pendientes en modo eléctrico, el motor a gasolina no se apaga nunca y carga forzado; el cliente indica que con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-01-00,solo_experimento,NO
3136,"En un Toyota Prius o auto híbrido/EV, la batería pasa de llena a vacía en menos de 2 cuadras, con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-02-00,solo_experimento,NO
3137,"Maestro, la batería pasa de llena a vacía en menos de 2 cuadras al encender el carro. Pasa que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-02-01,solo_experimento,NO
3138,"Al encender el carro, la batería pasa de llena a vacía en menos de 2 cuadras, con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-02-00,solo_experimento,NO
3139,"Mire: Aparece el triángulo rojo maestro o aviso de revisar sistema híbrido al subir pendientes en modo eléctrico, sobre todo con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-00-02,solo_experimento,NO
3140,"Al subir pendientes en modo eléctrico, la batería pasa de llena a vacía en menos de 2 cuadras, con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-02-00,solo_experimento,NO
3141,"Al probar el auto: al encender el carro, aparece el triángulo rojo maestro o aviso de revisar sistema híbrido; el cliente indica que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-00-01,solo_experimento,NO
3142,Revisión técnica: en un toyota prius o auto híbrido/ev se nota que aparece el triángulo rojo maestro o aviso de revisar sistema híbrido y además con ventilador de enfriamiento de batería al máximo.,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-00-02,solo_experimento,NO
3143,"Maestro, aparece el triángulo rojo maestro o aviso de revisar sistema híbrido al encender el carro. Pasa que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-00-01,solo_experimento,NO
3144,"Maestro, el motor a gasolina no se apaga nunca y carga forzado al subir pendientes en modo eléctrico. Pasa que y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-01-01-01,solo_experimento,NO
3145,"Al encender el carro, la batería pasa de llena a vacía en menos de 2 cuadras, con código P0A80 de reemplazo de paquete de baterías.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-02-00,solo_experimento,NO
3146,"En un Toyota Prius o auto híbrido/EV, aparece el triángulo rojo maestro o aviso de revisar sistema híbrido, con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-00-02,solo_experimento,NO
3147,"Al encender el carro, el motor a gasolina no se apaga nunca y carga forzado, y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-02-01-01,solo_experimento,NO
3148,"En un Toyota Prius o auto híbrido/EV, el motor a gasolina no se apaga nunca y carga forzado, y bloque de celdas con resistencia interna disparada.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-01-01,solo_experimento,NO
3149,"Maestro, la batería pasa de llena a vacía en menos de 2 cuadras en un toyota prius o auto híbrido/ev. Pasa que con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-02-02,solo_experimento,NO
3150,"En un Toyota Prius o auto híbrido/EV, el motor a gasolina no se apaga nunca y carga forzado, con ventilador de enfriamiento de batería al máximo.",Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos),ELECTRICO_HV_001,Vehículos Eléctricos e Híbridos,Batería de alto voltaje,SI,Medición con escáner del delta de voltaje entre bloques de celdas (máximo 0.2V de diferencia) y SOH,P0A80,sintetico_aumentado,AUG-045-00-01-02,solo_experimento,NO
3151,"Maestro, la bomba de agua auxiliar del inversor no circula refrigerante en días calurosos al circular. Pasa que y disparo de fusible de alta tensión pirotécnico.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-01-02-01,solo_experimento,NO
3152,"De repente el auto se queda en neutro, huele a plástico recalentado en el vano motor de alta tensión, con transistor IGBT quemado por sobretemperatura.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-02-01-00,solo_experimento,NO
3153,Revisión técnica: al exigir aceleración a fondo en modo ev se nota que la bomba de agua auxiliar del inversor no circula refrigerante y además con código P0A94 en escáner.,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-00-02-02,solo_experimento,NO
3154,"Al probar el auto: al exigir aceleración a fondo en modo ev, el vehículo no avanza y se apaga el indicador READY; el cliente indica que con código P0A94 en escáner.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-00-00-02,solo_experimento,NO
3155,"Al probar el auto: de repente el auto se queda en neutro, el vehículo no avanza y se apaga el indicador READY; el cliente indica que con transistor IGBT quemado por sobretemperatura.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-02-00-00,solo_experimento,NO
3156,"Mire: El vehículo no avanza y se apaga el indicador ready en días calurosos al circular, sobre todo con código P0A94 en escáner.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-01-00-02,solo_experimento,NO
3157,"En días calurosos al circular, huele a plástico recalentado en el vano motor de alta tensión, con código P0A94 en escáner.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-01-01-02,solo_experimento,NO
3158,"Maestro, huele a plástico recalentado en el vano motor de alta tensión en días calurosos al circular. Pasa que y disparo de fusible de alta tensión pirotécnico.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-01-01-01,solo_experimento,NO
3159,"Al probar el auto: al exigir aceleración a fondo en modo ev, huele a plástico recalentado en el vano motor de alta tensión; el cliente indica que con código P0A94 en escáner.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-00-01-02,solo_experimento,NO
3160,Revisión técnica: en días calurosos al circular se nota que huele a plástico recalentado en el vano motor de alta tensión y además y disparo de fusible de alta tensión pirotécnico.,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-01-01-01,solo_experimento,NO
3161,"Al probar el auto: al exigir aceleración a fondo en modo ev, el vehículo no avanza y se apaga el indicador READY; el cliente indica que y disparo de fusible de alta tensión pirotécnico.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-00-00-01,solo_experimento,NO
3162,"Al probar el auto: en días calurosos al circular, huele a plástico recalentado en el vano motor de alta tensión; el cliente indica que y disparo de fusible de alta tensión pirotécnico.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-01-01-01,solo_experimento,NO
3163,"De repente el auto se queda en neutro, el vehículo no avanza y se apaga el indicador READY, y disparo de fusible de alta tensión pirotécnico.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-02-00-01,solo_experimento,NO
3164,"Mire: La bomba de agua auxiliar del inversor no circula refrigerante en días calurosos al circular, sobre todo y disparo de fusible de alta tensión pirotécnico.",Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-01-02-01,solo_experimento,NO
3165,Revisión técnica: de repente el auto se queda en neutro se nota que la bomba de agua auxiliar del inversor no circula refrigerante y además con transistor IGBT quemado por sobretemperatura.,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO_HV_002,Vehículos Eléctricos e Híbridos,Inversor IGBT,SI,Escaneo de códigos de aislamiento de alta tensión y verificación de circulación de refrigerante de inversor,P0A94,sintetico_aumentado,AUG-046-02-02-00,solo_experimento,NO
