id,clase_objetivo,macro_sistema,nivel_informacion,estado_auditoria,motivos,sim_intra_max,sim_inter_max,inter_ref_origen,dtc,es_contrastivo,clase_contrastiva
F10-L09-0133,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1161,0.1345,TRAIN,,SI,Falla en sistema de frenado regenerativo (EV / Hibridos)
F10-L09-0134,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1003,0.1419,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0135,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1294,0.1444,TRAIN,,SI,Foco o falla en sistema de refrigeracion de bateria/inversor (EV)
F10-L09-0136,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1747,0.1552,TRAIN,P0A78,NO,
F10-L09-0137,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1439,0.2105,TRAIN,P0A94,NO,
F10-L09-0138,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.2011,0.1474,TRAIN,,NO,
F10-L09-0139,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1024,0.1383,TRAIN,,SI,Foco o falla en sistema de refrigeracion de bateria/inversor (EV)
F10-L09-0140,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1339,0.2059,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0141,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1223,0.1718,TRAIN,P0A1B,NO,
F10-L09-0142,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1091,0.1504,TRAIN,,NO,
F10-L09-0143,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1167,0.1414,TRAIN,P0A79,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0144,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1341,0.1992,DEV_60,,SI,Falla en sistema de frenado regenerativo (EV / Hibridos)
F10-L09-0145,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1118,0.1582,TRAIN,,NO,
F10-L09-0146,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.262,0.1484,TRAIN,P0AA6,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0147,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1857,0.0988,TRAIN,P0A78,NO,
F10-L09-0148,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1137,0.0919,TRAIN,,NO,
F10-L09-0149,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.0858,0.0915,TRAIN,P0A79,NO,
F10-L09-0150,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1144,0.1112,TRAIN,P0AA6,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0151,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1462,0.186,TRAIN,P0A94,SI,Foco o falla en sistema de refrigeracion de bateria/inversor (EV)
F10-L09-0152,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1346,0.069,TRAIN,,NO,
F10-L09-0153,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.0796,0.0863,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0154,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1149,0.0878,TRAIN,P0A78,SI,Foco o falla en sistema de refrigeracion de bateria/inversor (EV)
F10-L09-0155,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1143,0.0782,TRAIN,,NO,
F10-L09-0156,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.0816,0.1319,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0157,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1857,0.0678,TRAIN,,NO,
F10-L09-0158,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.262,0.1561,TRAIN,"P0AA6, P0A1B",NO,
F10-L09-0159,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.092,0.0816,G1,,SI,Falla en sistema de frenado regenerativo (EV / Hibridos)
F10-L09-0160,Fallo en inversor de corriente IGBT o motor electrico (EV),ELECTRICO,L3,APROBADO,CONFORME,0.0901,0.1398,TRAIN,,NO,
F10-L09-0161,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.2712,0.4134,TRAIN,,NO,
F10-L09-0162,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.2042,0.1672,TRAIN,,NO,
F10-L09-0163,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.2318,0.2529,TRAIN,,NO,
F10-L09-0164,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.1597,0.2091,TRAIN,,NO,
F10-L09-0165,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.189,0.3202,TRAIN,,NO,
F10-L09-0166,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.3102,0.1365,TRAIN,,NO,
F10-L09-0167,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.1592,0.1518,TRAIN,,NO,
F10-L09-0168,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.2222,0.2688,TRAIN,,NO,
F10-L09-0169,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.1864,0.1743,TRAIN,,NO,
F10-L09-0170,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L1,APROBADO,CONFORME,0.2318,0.3446,TRAIN,,NO,
F10-L09-0171,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1118,0.1592,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0172,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1247,0.1736,TRAIN,,SI,Fallo en inversor de corriente IGBT o motor electrico (EV)
F10-L09-0173,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1923,0.2972,TRAIN,P0A93,NO,
F10-L09-0174,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.138,0.2072,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0175,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.2461,0.1506,TRAIN,,SI,Fallo en inversor de corriente IGBT o motor electrico (EV)
F10-L09-0176,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.2134,0.2424,TRAIN,P0A82,NO,
F10-L09-0177,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1793,0.1059,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0178,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1376,0.3161,TRAIN,,NO,
F10-L09-0179,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1564,0.164,TRAIN,,SI,Falla en sistema de frenado regenerativo (EV / Hibridos)
F10-L09-0180,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1181,0.2174,TRAIN,,NO,
F10-L09-0181,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1014,0.0966,TRAIN,P0A93,SI,Fallo en inversor de corriente IGBT o motor electrico (EV)
F10-L09-0182,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1175,0.4051,TRAIN,,NO,
F10-L09-0183,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1047,0.1663,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0184,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1242,0.3004,TRAIN,,NO,
F10-L09-0185,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L2,APROBADO,CONFORME,0.1182,0.1231,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0186,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1216,0.1452,TRAIN,P0A93,SI,Fallo en inversor de corriente IGBT o motor electrico (EV)
F10-L09-0187,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1195,0.0935,TRAIN,P0A82,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0188,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1374,0.1177,TRAIN,,NO,
F10-L09-0189,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1006,0.1144,G1,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0190,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.0925,0.1104,TRAIN,P0A93,SI,Fallo en inversor de corriente IGBT o motor electrico (EV)
F10-L09-0191,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1125,0.1463,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0192,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1268,0.155,TRAIN,P0A82,NO,
F10-L09-0193,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1286,0.1258,TRAIN,,NO,
F10-L09-0194,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1793,0.0999,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0195,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1216,0.1547,TRAIN,P0A93,SI,Fallo en inversor de corriente IGBT o motor electrico (EV)
F10-L09-0196,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1018,0.1175,TRAIN,,NO,
F10-L09-0197,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.0823,0.1702,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0198,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1041,0.0741,TRAIN,,NO,
F10-L09-0199,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1422,0.1402,TRAIN,,NO,
F10-L09-0200,Foco o falla en sistema de refrigeracion de bateria/inversor (EV),ELECTRICO,L3,APROBADO,CONFORME,0.1052,0.1021,TRAIN,,SI,Degradacion o falla en paquete de bateria de alto voltaje (EV / Hibridos)
F10-L09-0201,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.2981,0.4484,TRAIN,,NO,
F10-L09-0202,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.1909,0.3217,TRAIN,,NO,
F10-L09-0203,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.2106,0.1916,TRAIN,,NO,
F10-L09-0204,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.1496,0.2274,TRAIN,,NO,
F10-L09-0205,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.1904,0.1485,TRAIN,,NO,
F10-L09-0206,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.3707,0.2913,TRAIN,,NO,
F10-L09-0207,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.1612,0.1731,TRAIN,,NO,
F10-L09-0208,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.2402,0.2047,TRAIN,,NO,
F10-L09-0209,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.174,0.1911,FIELD_60,,NO,
F10-L09-0210,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L1,APROBADO,CONFORME,0.2674,0.1965,TRAIN,,NO,
F10-L09-0211,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1879,0.3232,DEV_60,,SI,Bateria descargada o bornes sulfatados
F10-L09-0212,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1291,0.1604,TRAIN,,SI,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)
F10-L09-0213,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1864,0.2068,TRAIN,,NO,
F10-L09-0214,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1893,0.1552,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0215,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.188,0.15,DEV_60,,NO,
F10-L09-0216,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.0977,0.1544,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0217,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1311,0.2245,TRAIN,,SI,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)
F10-L09-0218,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1311,0.1399,TRAIN,P0615,NO,
F10-L09-0219,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1037,0.1268,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0220,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1571,0.2262,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0221,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.0858,0.098,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0222,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1539,0.416,TRAIN,,NO,
F10-L09-0223,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.085,0.1284,TRAIN,,NO,
F10-L09-0224,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.1462,0.1522,TRAIN,,SI,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)
F10-L09-0225,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L2,APROBADO,CONFORME,0.2287,0.2385,G2,,NO,
F10-L09-0226,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1574,0.1515,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0227,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1538,0.1004,TRAIN,,NO,
F10-L09-0228,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.102,0.1778,TRAIN,,NO,
F10-L09-0229,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1226,0.0913,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0230,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1167,0.0771,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0231,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1125,0.0859,TRAIN,,SI,Falla en sensor de posicion de cigueñal (CKP) o arbol de levas (CMP)
F10-L09-0232,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1706,0.1274,TRAIN,,NO,
F10-L09-0233,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.2081,0.1053,TRAIN,P0615,NO,
F10-L09-0234,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1539,0.1599,TRAIN,,NO,
F10-L09-0235,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.14,0.1971,DEV_60,,SI,Bateria descargada o bornes sulfatados
F10-L09-0236,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1574,0.0971,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0237,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1078,0.104,TRAIN,,NO,
F10-L09-0238,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1125,0.1083,TRAIN,,NO,
F10-L09-0239,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1091,0.1367,TRAIN,,NO,
F10-L09-0240,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados),ELECTRICO,L3,APROBADO,CONFORME,0.1441,0.0936,TRAIN,,NO,
F10-L09-0241,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1849,0.2444,TRAIN,,NO,
F10-L09-0242,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.2674,0.2404,TRAIN,,NO,
F10-L09-0243,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1566,0.2208,TRAIN,,NO,
F10-L09-0244,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.2117,0.1366,TRAIN,,NO,
F10-L09-0245,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1936,0.1736,TRAIN,,NO,
F10-L09-0246,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1359,0.2326,TRAIN,,NO,
F10-L09-0247,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1246,0.1628,TRAIN,,NO,
F10-L09-0248,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1658,0.23,TRAIN,,NO,
F10-L09-0249,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1587,0.1831,TRAIN,,NO,
F10-L09-0250,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L1,APROBADO,CONFORME,0.1067,0.2117,TRAIN,,NO,
F10-L09-0251,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1406,0.1285,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0252,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1225,0.1354,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0253,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1064,0.265,TRAIN,,NO,
F10-L09-0254,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1476,0.1607,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0255,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1166,0.3718,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0256,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1676,0.1642,TRAIN,,SI,Falla electrica del cierre centralizado o actuador de puerta
F10-L09-0257,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1087,0.1359,TRAIN,,NO,
F10-L09-0258,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.132,0.2487,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0259,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1235,0.135,TRAIN,,NO,
F10-L09-0260,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1053,0.207,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0261,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1205,0.2091,TRAIN,,NO,
F10-L09-0262,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1394,0.2234,TRAIN,,NO,
F10-L09-0263,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1462,0.189,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0264,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1809,0.1662,TRAIN,,SI,Falla electrica del cierre centralizado o actuador de puerta
F10-L09-0265,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L2,APROBADO,CONFORME,0.1078,0.1335,TRAIN,,SI,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)
F10-L09-0266,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1521,0.2079,TRAIN,,NO,
F10-L09-0267,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1822,0.0659,TRAIN,,NO,
F10-L09-0268,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1167,0.1013,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0269,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1611,0.09,TRAIN,,SI,Falla electrica del cierre centralizado o actuador de puerta
F10-L09-0270,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.0853,0.1021,TRAIN,,NO,
F10-L09-0271,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1095,0.1079,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0272,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1086,0.1358,TRAIN,,NO,
F10-L09-0273,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.0896,0.0983,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0274,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1822,0.0953,TRAIN,,SI,Falla electrica del cierre centralizado o actuador de puerta
F10-L09-0275,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1246,0.1364,TRAIN,,SI,Alternador defectuoso o placa de diodos quemada
F10-L09-0276,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.0988,0.1031,TRAIN,,SI,Bateria descargada o bornes sulfatados
F10-L09-0277,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1077,0.0871,TRAIN,,SI,Falla en motor de arranque o solenoide defectuoso (clac seco o carbones gastados)
F10-L09-0278,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1595,0.086,TRAIN,,NO,
F10-L09-0279,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1241,0.1491,TRAIN,,NO,
F10-L09-0280,Fuga parasita de corriente en reposo (consumo nocturno de bateria),ELECTRICO,L3,APROBADO,CONFORME,0.1475,0.0888,TEST_100,,SI,Bateria descargada o bornes sulfatados
